epoch,times,loss,accuracy
0,5.872122526168823,1.0204408191427399,65.5
1,11.862247705459595,0.9688405190842061,67.07
2,17.817872524261475,0.9470966994007931,67.51
3,23.679970502853394,0.9317411312574073,67.93
4,29.63377547264099,0.9182738310928587,68.22
5,35.48904848098755,0.9060479115836227,68.47
6,41.42090940475464,0.8980229300788686,68.61
7,47.41561841964722,0.8930952654609198,68.81
8,53.31931257247925,0.8869681999653201,69.0
9,59.36293578147888,0.8831477889531776,69.14
10,65.30054140090942,0.8793952031226098,69.25
11,71.41179156303406,0.8765953575508504,69.35
12,77.13200497627258,0.8720663287971593,69.56
13,83.3580265045166,0.8695484203628346,69.58
14,89.17564511299133,0.8680636083023457,69.64
15,95.02810049057007,0.8645075438897821,69.77
16,100.96201515197754,0.8621294317366202,69.78999999999999
17,106.9402871131897,0.8599951403050483,69.85
18,113.2842345237732,0.8581928852238233,69.98
19,119.25998759269714,0.8557791679720336,69.95
20,125.24260330200195,0.8540282743641093,70.02000000000001
21,131.071546792984,0.8528545751601835,70.02000000000001
22,136.95968747138977,0.8513764335384851,70.13000000000001
23,142.98702335357666,0.8498123265519927,70.15
24,148.73471879959106,0.8485012650489807,70.11
25,154.69661712646484,0.8476936258847201,70.1
26,160.55199527740479,0.846110549154161,70.14
27,166.61428213119507,0.843968620783166,70.19
28,172.52815437316895,0.8427125743672818,70.23
29,178.60834312438965,0.8410522115381458,70.3
30,184.75981521606445,0.8400722681721554,70.34
31,190.70944476127625,0.8386350632468357,70.38
32,196.6403205394745,0.8387532879280138,70.36
33,202.51897382736206,0.8380009090598626,70.38
34,208.42467522621155,0.8378685411018661,70.37
35,214.34013056755066,0.8359577742558492,70.43
36,220.37646985054016,0.8353738068025324,70.46
37,226.32164597511292,0.8345225460921661,70.48
38,232.2724006175995,0.8336102622973768,70.46
39,238.2677516937256,0.8328500759752491,70.44
40,244.26629996299744,0.8319437164294569,70.5
41,250.25675892829895,0.8309027039552037,70.5
42,256.2198839187622,0.8302856725227984,70.53
43,262.35782861709595,0.8292513316190695,70.54
44,268.31826424598694,0.8290316288984274,70.54
45,274.428183555603,0.8297006367128107,70.48
46,280.4776427745819,0.828912027274506,70.45
47,286.44666934013367,0.8281189572962024,70.47
48,292.39095091819763,0.8270046850548515,70.54
49,298.3729102611542,0.8265270775632013,70.5
50,304.35158586502075,0.82624697873864,70.5
51,310.3272831439972,0.8258021066460428,70.52000000000001
52,316.0665855407715,0.8248724107500873,70.52000000000001
53,321.94825744628906,0.8244875503491752,70.52000000000001
54,327.69868683815,0.8242563650577883,70.53
55,333.5352039337158,0.8231757358659672,70.61
56,339.4893879890442,0.8229519241972815,70.56
57,345.38105273246765,0.8225153529945808,70.56
58,351.1808559894562,0.8220975519735602,70.55
59,357.18515968322754,0.8215095317816432,70.63000000000001
